kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
K07021.01,FALSE POSITIVE,9.380632783,4.295,65832.8,46.72,120.99,846.0,1.084,1053.1,5926.0,4.519,0.913,15.435
K07022.01,FALSE POSITIVE,10.064687893,3.59854,10088.0,30.11,50.11,679.0,1.261,585.4,5185.0,4.571,0.705,14.674
K07023.01,CANDIDATE,2.71772323,3.22,70.3,0.72,375.05,1123.0,0.197,9.3,5135.0,4.464,0.874,14.52
K07024.01,FALSE POSITIVE,7.73591011,5.01919,315131.0,50.46,99.92,806.0,0.613,3786.7,5623.0,4.596,0.763,12.408
K07152.01,FALSE POSITIVE,3.359470825,2.14715,2707.8,129.93,8125.7,2421.0,1.281,504.1,6587.0,3.531,3.514,12.983
K07153.01,FALSE POSITIVE,20.729255112,7.53677,341973.0,53.87,24.47,567.0,0.575,2957.7,5256.0,4.502,0.802,14.807
K07154.01,FALSE POSITIVE,3.04459739,7.638,66.1,0.62,317.36,1076.0,0.385,18.2,5525.0,4.603,0.753,14.567
K07155.01,FALSE POSITIVE,3.796448299,11.5917,522879.0,232.39,10412.56,2577.0,0.249,1487.2,8117.0,3.748,3.07,14.005
K07155.02,FALSE POSITIVE,3.79654367,11.4071,70781.0,159.34,10412.56,2577.0,1.081,283.7,8117.0,3.748,3.07,14.005
K07156.01,FALSE POSITIVE,15.926990634,11.5142,394232.0,93.94,24.16,566.0,1.368,3458.3,5191.0,4.615,0.65,15.538
K07157.01,CANDIDATE,23.9830523,8.77,83.2,1.17,62.83,718.0,0.096,11.3,5696.0,4.178,1.292,13.863
K07158.01,FALSE POSITIVE,1.219049953,1.477,53.5,2.48,17862.9,2948.0,0.0517,10.1,5742.0,3.521,3.374,13.92
K07159.01,FALSE POSITIVE,0.64585177,1.97644,308504.0,51.1,543.24,1234.0,1.138,808.3,4399.0,4.788,0.463,15.33
K07283.01,CANDIDATE,134.413808,13.907,206.1,1.69,5.51,391.0,0.1857,12.5,6013.0,4.37,1.187,14.262
K07284.01,FALSE POSITIVE,1.70192371,3.0271,49833.0,40.15,1993.63,1704.0,0.906,351.1,5826.0,4.273,1.262,12.533
K07285.01,FALSE POSITIVE,1.20693963,6.881,20.0,0.97,15568.09,2847.0,0.701,24.3,7331.0,4.041,2.041,12.317
K07286.01,FALSE POSITIVE,3.008602107,4.34296,120272.0,56.15,768.47,1343.0,0.948,502.0,6033.0,4.398,1.026,13.053
K07287.01,FALSE POSITIVE,41.81145,2.208,302.0,1.4,12.88,483.0,0.0121,5.9,5593.0,4.478,0.812,15.017
K07288.01,FALSE POSITIVE,0.846291334,1.79962,190191.0,30.8,562.86,1243.0,0.779,1049.3,4627.0,4.721,0.526,15.994
K07289.01,FALSE POSITIVE,1.930451347,3.87956,53075.2,58.77,1637.68,1623.0,1.121,602.3,6154.0,4.399,1.168,13.017
K07290.01,FALSE POSITIVE,2.427967843,4.7847,126975.0,108.33,6328.22,2275.0,0.954,472.8,7652.0,4.104,1.921,10.367
K07894.01,CANDIDATE,347.97611,16.77,341.3,1.62,0.97,253.0,0.057,11.9,5995.0,4.536,0.878,14.648
K07417.01,FALSE POSITIVE,6.840305932,4.32742,124933.0,62.08,188.58,945.0,1.094,2025.7,5970.0,4.521,0.908,15.445
K07418.01,FALSE POSITIVE,1.032967155,1.17,127.3,21.22,304226.71,5990.0,0.025,8.3,5283.0,2.352,18.959,12.698
K07419.01,FALSE POSITIVE,2.489550708,2.84685,29838.9,36.91,636.43,1281.0,1.185,443.6,6018.0,4.569,0.794,13.669
K07420.01,FALSE POSITIVE,2.980479588,3.72527,375343.0,70.52,833.83,1370.0,0.479,1737.7,6065.0,4.377,1.047,14.647
K07421.01,FALSE POSITIVE,4.81712182,2.45699,35756.4,43.45,170.42,922.0,1.233,445.3,5419.0,4.581,0.795,15.973
K07422.01,FALSE POSITIVE,2.479948394,5.7219,150682.0,35.62,441.85,1169.0,0.67,489.6,5391.0,4.539,0.822,14.742
K07423.01,FALSE POSITIVE,1.58742695,2.66475,76162.0,37.64,3023.98,1893.0,0.718,1150.7,6440.0,4.313,1.241,13.296
K07424.01,FALSE POSITIVE,19.668404822,21.1764,352808.0,42.91,22.36,555.0,0.0,1834.5,5260.0,4.56,0.717,13.486
K04526.02,CANDIDATE,11.8187288,4.017,249.0,2.09,168.38,919.0,0.282,10.3,5803.0,4.211,1.328,15.271
K04535.02,CANDIDATE,5.78901936,3.102,110.3,0.78,122.75,849.0,0.1847,7.8,5289.0,4.546,0.748,14.791
K04562.02,FALSE POSITIVE,0.968065631,1.772,92.5,0.68,1157.58,1487.0,0.518,14.0,5367.0,4.639,0.687,15.247
K04598.02,FALSE POSITIVE,0.824181335,2.4864,224.7,18.2,3155.32,1912.0,1.174,40.2,5977.0,4.514,0.883,14.638
K04716.02,CANDIDATE,12.26708306,2.7,,,,,,,,,,12.322
K04766.02,FALSE POSITIVE,2.45261841,1.9,85.5,0.69,355.92,1108.0,0.3595,8.8,5216.0,4.564,0.751,15.223
K04838.02,CANDIDATE,6.33342309,3.46,123.3,7.62,36.11,625.0,1.101,7.5,4352.0,4.671,0.613,15.073
K04871.02,CANDIDATE,5.522479,2.666,33.1,0.76,650.66,1288.0,0.6606,8.6,6532.0,4.271,1.247,13.05
K04881.02,FALSE POSITIVE,0.706423768,1.0597,46.1,1.16,15425.08,2845.0,0.71,15.9,6514.0,4.09,1.585,12.892
K06368.01,CANDIDATE,9.4588054,3.66,270.0,1.78,187.04,943.0,0.365,8.6,6247.0,4.433,1.066,15.812
K06369.01,FALSE POSITIVE,25.9534494,6.001,528.9,2.06,22.3,554.0,0.6188,10.5,5591.0,4.559,0.86,15.79
K06370.01,FALSE POSITIVE,3.49550335,3.799,60.9,0.66,322.8,1081.0,0.0843,9.6,5582.0,4.551,0.85,14.248
K06371.01,FALSE POSITIVE,25.95193721,15.9897,399167.0,123.34,157.59,904.0,0.51,915.3,6569.0,4.008,1.729,9.277
K06372.01,CANDIDATE,71.008017,5.395,170.2,1.11,7.27,419.0,0.1788,6.6,5847.0,4.526,0.849,14.603
K06373.01,FALSE POSITIVE,31.024310431,7.63621,96480.3,93.29,88.89,783.0,1.009,4403.8,6011.0,3.998,1.741,12.512
K06374.01,FALSE POSITIVE,0.634131057,2.851,27.1,0.58,9062.53,2488.0,0.0891,11.7,6428.0,4.345,1.109,12.939
K06375.01,CANDIDATE,2.90805147,2.812,103.1,0.97,523.63,1220.0,0.771,8.3,5889.0,4.543,0.869,14.557
K06376.01,FALSE POSITIVE,1.992098705,4.03833,69414.0,45.85,1006.31,1435.0,1.069,1186.0,6024.0,4.523,0.9,14.985
K06496.01,FALSE POSITIVE,1.78752921,5.315,62.9,5.86,52997.01,3868.0,0.064,16.0,6286.0,3.056,7.342,11.8
K06497.01,FALSE POSITIVE,1.77555333,14.41,83.5,1.26,2402.56,1786.0,0.9299,14.1,6594.0,4.39,1.138,13.335
K06498.01,FALSE POSITIVE,5.462689263,3.2605,4184.6,36.25,260.14,1024.0,1.298,82.6,5929.0,4.479,0.888,13.266
K06499.01,FALSE POSITIVE,3.58966681,18.534,421.3,95.86,7969.78,2410.0,1.209,102.3,6564.0,3.515,3.837,13.391
K06500.01,FALSE POSITIVE,1.37347867,12.62,289.9,4.25,9313.26,2505.0,0.9848,27.2,6877.0,4.028,1.753,12.821
K06501.01,FALSE POSITIVE,1.00960235,7.847,31.9,1.94,16358.66,2885.0,0.992,12.5,6028.0,3.724,2.412,13.572
K06502.01,FALSE POSITIVE,1.060996585,2.6494,41142.0,64.99,3542.31,1968.0,1.141,339.5,5433.0,4.154,1.348,14.34
K06503.01,FALSE POSITIVE,2.735152701,0.1046,283.3,3.27,1875.08,1679.0,0.955,4.7,6333.0,4.198,1.523,13.911
K06626.01,FALSE POSITIVE,9.459993213,5.3012,237595.0,51.89,81.31,766.0,0.743,3164.4,5569.0,4.566,0.829,12.989
K06627.01,FALSE POSITIVE,1.208524388,1.8478,4759.6,26.71,647.48,1286.0,1.259,181.3,4963.0,4.63,0.701,15.349
K06628.01,FALSE POSITIVE,3.79187443,3.5521,230736.0,47.49,240.31,1004.0,0.798,1111.9,5622.0,4.619,0.723,13.764
K06629.01,FALSE POSITIVE,17.844323157,5.07999,222364.0,90.67,138.25,874.0,0.757,4456.6,5993.0,4.114,1.485,13.745
K06630.01,FALSE POSITIVE,34.6506368,10.287,502.5,12.35,476.15,1191.0,0.973,21.6,6681.0,3.465,4.185,12.954
K06631.01,CANDIDATE,2.56271232,2.163,29.4,0.48,443.49,1171.0,0.346,8.2,5190.0,4.446,0.899,13.273
K06632.01,FALSE POSITIVE,12.643303542,5.48853,236718.0,34.94,9.07,443.0,0.739,2907.6,3977.0,4.697,0.562,15.701
K06633.01,FALSE POSITIVE,1.36293943,10.32,54.4,31.28,11346.02,2630.0,1.13,15.8,6831.0,3.971,2.106,13.658
K07883.01,FALSE POSITIVE,185.103836,4.19,581.4,14.63,47.72,670.0,0.019,10.9,4992.0,2.921,6.226,13.623
K06761.01,FALSE POSITIVE,1.267693801,3.57993,333641.0,64.84,1572.85,1606.0,0.589,713.8,5446.0,4.388,0.961,13.62
K06762.01,CANDIDATE,15.08186,4.004,81.6,0.98,78.11,758.0,0.7171,7.1,5794.0,4.377,1.012,14.45
K06763.01,CANDIDATE,2.44693823,0.954,26.4,0.56,855.53,1379.0,0.611,9.0,5821.0,4.419,1.033,12.16
K06764.01,FALSE POSITIVE,7.002865192,5.90232,349695.0,75.09,486.09,1197.0,0.358,8168.6,6818.0,4.357,1.216,13.934
K06765.01,CANDIDATE,13.05609,3.498,170.8,1.3,103.85,814.0,0.097,10.8,6078.0,4.434,0.994,15.154
K06766.01,FALSE POSITIVE,0.85450941,3.723,13.7,0.35,3269.09,1928.0,0.4204,9.0,5922.0,4.454,0.921,12.812
K06767.01,FALSE POSITIVE,30.130130001,13.4919,280751.0,83.75,76.07,753.0,0.631,2583.7,6674.0,4.286,1.347,13.076
K06768.01,FALSE POSITIVE,7.0435762,15.76,,,567.89,,,,,,,12.484
K06769.01,FALSE POSITIVE,9.12208711,4.62417,58790.4,52.66,157.73,904.0,1.104,1599.1,5857.0,4.396,1.039,13.666
K07886.01,FALSE POSITIVE,366.71923,9.8,246.4,3.35,5.09,383.0,0.592,9.8,6295.0,3.907,2.049,13.302
K06894.01,FALSE POSITIVE,6.373454978,3.9377,6084.6,51.6,441.1,1169.0,1.284,258.1,5953.0,4.161,1.254,13.583
K06895.01,FALSE POSITIVE,1.075577069,4.11779,140584.0,69.11,4551.51,2094.0,0.886,1589.6,6011.0,4.217,1.267,13.893
K06896.01,FALSE POSITIVE,0.811390968,1.0114,139.9,14.74,153237.23,5043.0,0.345,19.2,4994.0,2.682,12.487,11.817
K06897.01,FALSE POSITIVE,14.6494599,2.883,221.0,1.0,25.65,574.0,0.175,7.4,5017.0,4.585,0.688,15.376
K06898.01,FALSE POSITIVE,321.00742,13.01,307.1,3.7,3.59,351.0,0.6639,11.1,5258.0,3.771,2.004,13.636
K06899.01,FALSE POSITIVE,27.81892382,8.3777,238224.0,50.0,32.75,610.0,0.606,156.8,6126.0,4.513,0.915,15.325
K06900.01,FALSE POSITIVE,8.467706136,4.05376,77323.6,43.98,120.02,844.0,1.054,976.0,5873.0,4.554,0.843,14.408
K06901.01,FALSE POSITIVE,24.70361995,6.9719,217538.0,30.13,10.99,464.0,0.206,268.7,5030.0,4.665,0.65,15.517
K07025.01,FALSE POSITIVE,5.1348689,48.69,115.8,16.17,276.25,1040.0,1.137,36.1,5515.0,4.357,1.001,14.49
K07026.01,FALSE POSITIVE,5.251918489,5.59653,296478.0,51.51,299.43,1060.0,0.317,6979.7,6099.0,4.511,0.919,14.912
K07027.01,FALSE POSITIVE,3.62944008,5.94104,130083.0,40.08,787.91,1351.0,0.253,5131.4,6284.0,4.355,1.093,12.789
K07028.01,FALSE POSITIVE,43.263305017,10.0915,359086.0,62.75,15.38,505.0,0.555,2415.6,5623.0,4.4,0.917,14.977
K07029.01,FALSE POSITIVE,6.042029838,8.0666,132864.0,23.94,66.7,729.0,0.689,312.5,5030.0,4.67,0.587,13.373
K07030.01,FALSE POSITIVE,2.892087553,3.16757,71631.0,47.55,531.42,1225.0,1.062,563.9,5622.0,4.443,0.924,15.599
K07031.01,FALSE POSITIVE,5.40597608,2.79,461.0,31.78,14885.1,2818.0,0.013,23.5,4840.0,2.56,15.355,12.504
K07032.01,CANDIDATE,3.64049242,1.194,42.1,0.61,393.32,1136.0,0.181,9.5,5745.0,4.503,0.936,12.646
K07033.01,FALSE POSITIVE,0.510804497,2.539,42.7,1.58,40925.32,3622.0,0.81,15.4,6596.0,3.913,2.176,11.513
K07160.01,FALSE POSITIVE,0.645850521,1.2082,54.9,0.69,3366.81,1941.0,0.476,16.8,5381.0,4.426,0.911,14.107
K07161.01,FALSE POSITIVE,18.84497113,4.9442,4143.4,5.35,21.89,552.0,0.895,79.8,5220.0,4.578,0.695,15.695
K07162.01,CANDIDATE,5.1581317,7.773,37.9,2.02,1720.62,1642.0,0.032,13.0,5155.0,3.511,3.355,13.031
K07163.01,FALSE POSITIVE,14.759477667,9.7746,357470.0,76.06,130.69,862.0,0.56,3813.5,6522.0,4.407,1.105,13.822
K07164.01,FALSE POSITIVE,10.476258265,7.77203,120206.0,54.13,318.44,1077.0,0.318,8251.5,6109.0,4.097,1.536,12.421
K07165.01,FALSE POSITIVE,1.588298157,4.37027,165034.0,120.0,13941.82,2773.0,0.855,1071.6,7742.0,4.024,2.094,12.186
K07166.01,FALSE POSITIVE,1.58826263,2.655,78.9,0.47,130.67,862.0,0.021,8.5,3931.0,4.717,0.544,15.455
K07167.01,FALSE POSITIVE,3.909314318,5.36124,97123.4,42.54,819.78,1364.0,0.776,1587.6,6425.0,4.341,1.143,14.618
K07168.01,FALSE POSITIVE,1.38385822,1.0,,,234049.39,,,,,,,14.367
K07891.01,FALSE POSITIVE,0.79708975,3.301,19.3,0.54,6174.2,2262.0,0.53,9.8,6056.0,4.271,1.196,13.391
K07291.01,CANDIDATE,25.9136674,10.498,109.7,3.37,205.72,966.0,0.982,16.1,6167.0,3.804,2.346,12.556
K07292.01,FALSE POSITIVE,8.5412411,3.654,298.8,1.4,81.55,767.0,0.793,10.7,5602.0,4.614,0.732,15.661
K07293.01,FALSE POSITIVE,1.013922622,1.6393,34957.0,31.98,883.9,1392.0,1.178,79.8,5110.0,4.618,0.647,15.856
K07294.01,FALSE POSITIVE,17.918743061,4.36387,118355.0,56.94,186.0,942.0,0.252,4696.8,5870.0,3.903,1.63,13.776
K07295.01,FALSE POSITIVE,2.287515702,10.0879,358575.0,86.76,2484.21,1801.0,0.346,3017.9,6773.0,4.306,1.391,13.99
K07296.01,FALSE POSITIVE,659.2907,22.106,338.1,4.66,2.53,322.0,0.982,27.0,6917.0,4.05,1.837,10.629
K07297.01,FALSE POSITIVE,24.847087207,7.28274,317670.0,52.38,24.75,569.0,0.52,6707.7,5644.0,4.55,0.854,14.608
K07298.01,FALSE POSITIVE,0.85574731,2.01,,,,,,,,,,15.482
K07299.01,FALSE POSITIVE,20.867855659,5.73122,82601.4,53.53,62.09,716.0,1.045,2768.6,6095.0,4.378,1.016,14.492
K07425.01,FALSE POSITIVE,3.401949837,16.5797,2477.0,14.32,4391.35,2076.0,0.958,304.0,7094.0,3.905,2.17,12.471
K07426.01,CANDIDATE,6.96197304,2.806,151.3,0.97,86.68,778.0,0.103,8.8,5008.0,4.506,0.814,15.352
K07427.01,CANDIDATE,7.8935324,3.444,47.6,0.78,289.79,1052.0,0.303,8.3,6306.0,4.346,1.109,13.954
K07428.01,FALSE POSITIVE,2.252822538,3.41062,269847.0,57.6,1078.82,1462.0,0.621,1575.9,6116.0,4.431,0.951,13.387
K07429.01,FALSE POSITIVE,2.25284817,3.069,60.0,8.61,3351.24,1940.0,1.043,8.8,6850.0,4.196,1.53,13.178
K07430.01,CANDIDATE,1.320499473,1.184,204.0,18.94,95168.65,4477.0,0.15,12.0,5172.0,2.693,13.454,11.466
K07431.01,FALSE POSITIVE,5.39525573,7.8377,104242.0,152.74,3721.55,1992.0,1.0,175.7,7216.0,3.768,2.804,10.143
K07432.01,CANDIDATE,13.1538409,11.56,104.6,1.03,74.8,750.0,0.39,10.6,5443.0,4.36,1.008,15.007
K05076.02,FALSE POSITIVE,0.939740093,3.682,106.5,34.87,635197.09,7200.0,0.5488,14.3,4297.0,1.663,33.474,10.147
K00460.02,CANDIDATE,36.0484798,5.763,127.6,1.24,24.28,566.0,0.294,8.5,5602.0,4.33,1.1,14.743
K05875.02,CANDIDATE,4.2742605,2.687,263.8,1.88,730.69,1326.0,0.089,11.4,6477.0,4.361,1.148,14.496
K06064.02,FALSE POSITIVE,265.299451,4.563,4946.0,7.1,1.25,270.0,0.88,34.3,5873.0,4.547,0.863,15.518
K06065.02,FALSE POSITIVE,265.310499,4.013,1530.0,4.69,1.81,296.0,0.913,11.6,6108.0,4.471,0.997,15.279
K06165.02,FALSE POSITIVE,35.4261827,4.393,317.6,153.72,5712.61,2217.0,1.004,7.1,4289.0,1.603,35.695,11.925
K06252.01,FALSE POSITIVE,8.460438928,4.73492,76412.9,36.62,98.6,804.0,1.061,1797.4,5951.0,4.638,0.702,14.813
K06253.01,CANDIDATE,27.556452,8.23,289.2,1.4,18.86,531.0,0.1438,6.7,5509.0,4.565,0.836,15.979
K06377.01,FALSE POSITIVE,4.318726936,2.67349,59429.0,29.74,334.31,1091.0,0.867,394.4,5896.0,4.518,0.916,15.69
K06378.01,FALSE POSITIVE,3.22598684,1.67,,,,,,,,,,13.43
K06379.01,FALSE POSITIVE,76.45315813,5.1822,9662.2,22.89,1.7,291.0,1.26,151.8,4831.0,4.713,0.54,15.312
K06380.01,FALSE POSITIVE,7.698431197,5.43677,42548.8,42.72,140.16,878.0,1.149,942.6,5774.0,4.508,0.876,15.451
K06381.01,FALSE POSITIVE,0.504296702,1.4145,5995.4,50.41,12445.73,2694.0,1.2942,231.8,6140.0,4.243,1.187,13.318
K06382.01,FALSE POSITIVE,5.194256813,7.25775,38851.4,41.77,1349.96,1546.0,0.378,2390.4,6100.0,3.895,2.086,12.739
K06383.01,FALSE POSITIVE,61.42252657,3.76585,337545.0,41.01,2.66,326.0,0.574,850.4,4867.0,4.687,0.613,14.951
K06384.01,CANDIDATE,566.28176,20.39,1200.0,2.79,0.4,203.0,0.2065,8.9,5829.0,4.575,0.802,15.992
K06385.01,FALSE POSITIVE,9.761172507,11.4007,205866.0,95.58,729.48,1325.0,0.343,3150.9,6468.0,3.893,2.048,13.773
K06503.02,FALSE POSITIVE,1.36513839,1.86,,,,,,,,,,13.911
K06504.01,FALSE POSITIVE,1.061008464,2.8029,408767.0,32.58,238.59,1002.0,0.477,997.7,4239.0,4.793,0.454,13.349
K06505.01,FALSE POSITIVE,1.36840167,4.58,,,,,,,,,,12.103
K06506.01,FALSE POSITIVE,5.8957069,56.84,129.7,32.41,238.37,1002.0,1.3087,24.1,5956.0,4.504,0.934,14.087
K06507.01,FALSE POSITIVE,1.67473779,5.67,,,16598.34,,,,,,,11.48
K06508.01,FALSE POSITIVE,1.039370613,1.0713,743.6,12.6,28690.6,3320.0,0.976,182.9,6429.0,3.615,3.137,13.028
K06509.01,FALSE POSITIVE,2.31169425,8.689,38.4,1.76,24113.62,3178.0,0.628,16.0,9451.0,3.97,2.679,13.234
K06510.01,FALSE POSITIVE,2.072177815,4.54864,293717.0,46.55,495.23,1204.0,0.641,590.7,5519.0,4.621,0.718,15.08
K06634.01,FALSE POSITIVE,3.34328534,27.29,166.8,64.0,4535.97,2094.0,1.21,79.5,6541.0,3.773,2.652,13.276
K06635.01,CANDIDATE,0.52740121,4.807,1316.0,1.49,263.23,1027.0,0.4309,31.1,3582.0,4.847,0.41,14.353
K06636.01,FALSE POSITIVE,0.905678252,1.249,70.4,0.78,3074.42,1901.0,0.357,11.1,6075.0,4.501,0.909,14.92
K06637.01,FALSE POSITIVE,0.905672916,1.0,110.4,0.76,1096.04,1468.0,0.033,12.1,4949.0,4.552,0.741,15.283
K06639.01,FALSE POSITIVE,0.790046373,4.9939,149304.0,56.93,9873.85,2541.0,0.65,174.5,6785.0,4.321,1.342,14.838
K06640.01,FALSE POSITIVE,1.804591904,3.85009,137295.0,80.87,3221.97,1923.0,0.879,1666.6,6271.0,4.178,1.515,13.877
K06641.01,CANDIDATE,1.400903699,0.883,136.5,1.16,2284.73,1764.0,0.196,9.8,6375.0,4.474,0.975,15.514
K06642.01,FALSE POSITIVE,1.14073528,2.394,13.5,0.68,24512.67,3190.0,0.768,7.8,8847.0,4.2,1.685,12.5
K06643.01,FALSE POSITIVE,3.31976683,4.523,48.0,0.7,626.66,1276.0,0.713,8.5,6100.0,4.438,0.94,14.644
K06770.01,FALSE POSITIVE,0.52880817,2.2865,57.7,1.84,37880.12,3558.0,0.432,38.8,6224.0,3.815,2.368,13.274
K06771.01,FALSE POSITIVE,0.700606479,0.993,23.5,1.22,28551.69,3312.0,0.37,9.0,6280.0,3.795,2.449,12.609
K06772.01,FALSE POSITIVE,9.469191607,9.55999,63501.9,49.17,1875.84,1679.0,0.627,4419.3,9454.0,4.244,1.832,13.292
K06773.01,FALSE POSITIVE,15.53753378,5.8262,209006.0,40.9,54.73,694.0,0.425,2807.8,5704.0,4.476,0.868,14.875
K06774.01,CANDIDATE,17.3816224,2.73456,59099.4,26.55,77.09,756.0,0.666,1149.7,6116.0,4.407,1.02,15.567
K06775.01,FALSE POSITIVE,2.172042913,8.0331,154381.0,100.79,5231.88,2169.0,0.881,583.6,7128.0,4.105,1.775,13.908
K06776.01,CANDIDATE,28.655498,8.58,173.6,1.45,44.37,658.0,0.079,10.1,6268.0,4.429,1.1,15.426
K06777.01,CANDIDATE,13.4450174,2.118,196.2,1.08,31.92,606.0,0.531,8.3,5003.0,4.553,0.759,15.256
K07887.01,FALSE POSITIVE,6.35216475,3.251,185.7,18.1,12523.45,2698.0,0.196,10.9,4820.0,2.471,13.654,11.673
K06902.01,FALSE POSITIVE,0.705174384,1.11196,375227.0,366.76,75.23,751.0,13.5485,222.8,3354.0,5.031,0.25,15.815
K06903.01,FALSE POSITIVE,38.058140058,8.82403,308873.0,94.1,69.39,736.0,0.63,3602.0,6894.0,4.25,1.419,12.178
K06904.01,CANDIDATE,26.1556767,1.542,295.0,1.28,14.92,501.0,0.166,7.0,5204.0,4.573,0.76,15.425
K06905.01,FALSE POSITIVE,4.800232532,3.57105,277001.0,48.67,184.84,941.0,0.669,893.6,5591.0,4.59,0.756,15.431
K06906.01,FALSE POSITIVE,1.74336627,10.405,451.0,140.49,4006.15,2029.0,1.855,20.8,6640.0,4.208,1.478,13.142
K06907.01,CANDIDATE,4.60687717,2.295,258.7,1.14,132.78,865.0,0.341,7.5,5110.0,4.582,0.711,15.93
K06908.01,FALSE POSITIVE,1.507100589,5.8097,497657.0,131.16,7555.78,2378.0,0.336,711.8,6919.0,4.099,1.748,14.15
K06909.01,FALSE POSITIVE,0.758355704,4.4135,9568.3,8.78,2292.94,1765.0,0.846,153.3,5629.0,4.586,0.783,15.617
K06910.01,FALSE POSITIVE,0.77258608,2.7,,,,,,,,,,15.214
K07034.01,FALSE POSITIVE,0.898837525,3.5342,399778.0,57.14,1609.86,1615.0,0.496,445.6,5284.0,4.518,0.807,15.3
K07035.01,FALSE POSITIVE,11.931131598,5.56983,300506.0,93.46,112.47,831.0,1.037,5606.7,6089.0,4.449,0.959,14.378
K07036.01,FALSE POSITIVE,11.93137992,3.639,122.1,0.56,7.0,415.0,0.412,14.7,3787.0,4.742,0.505,14.003
K07037.01,FALSE POSITIVE,27.533803402,3.96227,48152.7,50.02,85.95,777.0,0.908,5446.9,5925.0,4.052,1.611,12.921
K07038.01,FALSE POSITIVE,12.4964346,84.32,271.7,55.34,899.44,1397.0,1.17,141.5,6821.0,3.805,2.73,13.054
K07039.01,FALSE POSITIVE,1.352576807,5.49531,317484.0,161.02,15932.27,2866.0,0.616,1365.1,6881.0,3.831,2.406,13.106
K07040.01,CANDIDATE,502.20642,9.39,447.9,2.18,0.48,212.0,0.9802,7.1,6018.0,4.615,0.733,14.948
K07041.01,CANDIDATE,8.3613732,3.649,104.7,0.79,93.31,793.0,0.067,9.5,5470.0,4.509,0.777,15.122
K07042.01,FALSE POSITIVE,13.254134073,4.34991,44979.8,58.51,227.51,990.0,1.051,2281.0,6175.0,4.111,1.436,13.876
K07169.01,CANDIDATE,10.5113779,4.74,29.9,0.72,289.46,1052.0,0.198,8.8,6575.0,4.278,1.305,12.931
K07170.01,FALSE POSITIVE,1.922009494,3.101,6547.8,48.61,1534.66,1596.0,1.312,284.4,5880.0,4.296,1.087,14.738
K07171.01,FALSE POSITIVE,10.186578749,10.6304,340671.0,67.45,93.53,793.0,0.677,5867.8,5557.0,4.448,0.916,14.846
K07172.01,FALSE POSITIVE,32.003815635,4.31197,17120.2,180.25,201.25,960.0,1.226,711.4,5260.0,3.459,4.062,13.396
K07173.01,FALSE POSITIVE,1.250390814,3.7184,231167.0,101.37,7420.89,2367.0,0.73,2046.8,6297.0,4.006,1.663,12.64
K07174.01,CANDIDATE,1.58487898,1.791,42.9,0.37,187.91,943.0,0.417,9.3,4201.0,4.675,0.566,13.742
K07175.01,FALSE POSITIVE,9.2742685,13.39,,,134.36,,,,,,,12.997
K07176.01,FALSE POSITIVE,5.748815953,1.9216,11657.0,26.94,96.29,799.0,1.172,43.3,4961.0,4.545,0.753,15.311
K07300.01,FALSE POSITIVE,0.517573708,2.23102,87205.0,37.02,2827.01,1863.0,1.021,740.2,5427.0,4.633,0.7,15.777
K07301.01,CANDIDATE,20.9525604,3.986,232.9,1.19,14.2,495.0,0.74,9.8,4885.0,4.61,0.72,15.645
K07302.01,FALSE POSITIVE,24.70932686,5.0698,29265.0,25.1,45.33,662.0,0.928,284.7,6065.0,4.427,1.023,13.737
K07303.01,FALSE POSITIVE,13.68369259,4.22504,185514.0,30.6,38.37,635.0,0.089,3641.6,5359.0,4.566,0.708,11.544
K07304.01,FALSE POSITIVE,9.726748645,19.4093,393412.0,277.38,233.38,997.0,1.883,4414.3,5618.0,4.107,1.406,13.04
K07305.01,CANDIDATE,3.72920972,5.012,14.4,0.8,2035.92,1713.0,0.5232,9.6,6215.0,3.955,2.05,9.976
K07306.01,FALSE POSITIVE,0.691561191,5.23,1901.0,5.91,1074.31,1460.0,1.0183,3.4,4892.0,4.669,0.586,14.353
K07307.01,FALSE POSITIVE,1.35337091,2.2396,104562.0,26.69,1031.53,1444.0,0.579,303.0,5426.0,4.511,0.784,14.956
K07308.01,FALSE POSITIVE,1.854491777,5.14771,383431.0,63.08,1232.64,1511.0,0.285,1070.6,5843.0,4.413,0.99,13.344
K07433.01,FALSE POSITIVE,4.737713268,6.384,105259.0,29.25,143.54,882.0,0.8,476.7,5335.0,4.624,0.719,14.176
K07434.01,CANDIDATE,5.704593,1.149,129.9,0.95,154.92,900.0,0.285,8.5,5523.0,4.566,0.832,14.572
K07435.01,CANDIDATE,1.36752316,1.208,61.0,0.82,1899.59,1684.0,0.299,11.7,5836.0,4.417,1.048,13.861
K07436.01,FALSE POSITIVE,2.49777454,5.241,78.7,2.14,6214.34,2264.0,0.778,51.1,7117.0,3.964,2.211,12.321
K07437.01,CANDIDATE,1.9997244,1.976,85.1,0.84,870.41,1385.0,0.37,8.9,5838.0,4.529,0.897,15.512
K07438.01,FALSE POSITIVE,1.51264208,1.871,23842.0,36.72,801.0,1357.0,1.192,262.6,5258.0,4.508,0.811,15.724
